AccNumber,Title,ClassNo ,AuthorEditort,AuthorEditor,Discription,ISBNNumber,Keywords1,Keywords2,Publisher,YearofPublication,PlaceofPublisher ,Status
6589,"The Chemistry of Plants - Perfumes, Pigments and Poisons",581.19,"Sequin, Margareta",,"x,215p:22.5cm",978-1-84973-334-2,Botanical Chemistry,,RSC Publishing,2012,UK,Available
6590,Chocolate as Medicine - A Quest over the Centuries,633.74,"Wilson, Philip K. Hurst, W. Jeffrey",,"xi,213p:22.5cm",978-1-84973-411-0,Chocolate Health aspects,Chocolate Therapeutic use; Chocolate Hostory; Choco; Choco History; Diet Therapy Methods; Nutritive value; Plant Preparations - therapeutic use; Gezondheidsetfecten,RSC Publishing,2012,UK,Available
6591,The Quantum Theory of Light,535.15,"Loudon, Rodney",,"ix,438p:23cm",978-0-19-850176-3,Quantum Optics,,Oxford University Press,2000,New York,Available
6592,RNA-Protein Interactions,574.873283,,"Nagai, Kiyoshi; Mattaj, Iain W.","xviii,272p:24.5cm",0-19-963504-8,RNA Protein interactions,,Oxford University Press,2002,New York,Available
6593,RNA Methodologies - A Laboratory Guide for Isolation and Characterization,572.88,"Farrell, Robert E.",,"xix,717p:24.5cm",978-0-12-374727-3,RNA - Analysis Laboratory Mannual,,Elsevier,2010,USA,Available
6594,The Copernicus Complex - The Quest for Our Cosmic (in) Significance,520,"Scharf, Caleb",,278p:23.5cm,978-1-846-14712-8,Copernicus Nocolaus,Astronomy; Exobiology,Allen Lane an imprint of Penguin Books,2014,New York,Available
6595,Fractal Models in Exploration Geophysics - Applications to Hydrocarbon Reservoirs,550,"Dimri, V.P. Srivastava, R.P.; Vedanti, Nimisha",,"xvi,165p:23.5cm",978-0-08-045158-9,Fractals,Geophysics - Mathematics; Hydrocarbon reservoin; Prospecting Geophysical Methods,Elsevier,2012,Netherlands,Available
6596,Antioxidant Measurement and Applications,616.07,,"Shahidi, Fereidon; Ho, Chi-Tang","xii,456p:23.5cm",978-0-8412-7428-0,Antioxdants-congresses,,American Chemical Society,2007,USA,Available
6597,Illustrated field guide to the flowers of Sri Lanka  - Volume 2,635.9,"de Vlas, J. de Vlas-de Jong J.",,320p:21cm,978-90-823134-0-6,,,Dr. J. de Vlas and J.de Vlas-de Jong,2014,Netherlands,Available
6598,Physical Geology,550,"sPlummer, Charles C. McGeary, David; Carlson, Diane H.",,577p:28.5cm,0-07-561812-5,Physical Geology,,McGraw-Hill,1999,New York,Available
6599,Oceanography - An Introduction to Marine Science,551.46,"Garrison, Tom",,552p:28cm,0-534-77592-6,Oceanography,,Wadsworth Publishing Company,1999,New York,Available
6600,The Dynamic Earth - An Introduction to Physical Geology,551,"Skinner, Brian J. , Porter, Stephen C.",,541p:27.5cm,0-471-60618-9,Physical Geology,,John Wiley and Sons,1989,New York,Available
6601,Development of an IR active Photocatalys based on silver oxide and fitanium dioxide Nanocomposite,808.02,"G.G.A.U.K, Gannoruwa",,,,,,,2014,,Available
6602,Electronic Distribution - ArcGIS Data Models,,ESRI and Miner and Miner,,110p:23cm,1-58948-028-7,,,ESRI and Miner and Miner,2001,USA,Available
6603,Electronic Distribution - ArcGIS Data Models,,ESRI and Miner and Miner,,110p:23cm,1-58948-029-5,,,ESRI and Miner and Miner ,2001,USA,Available
6604,Better Application for Better Jobs,421,"Sethi, M.R.",,254p:21.5cm,9.79E+12,Englishn Language,,Goodwill Publishing House,1997,New Delhi,Available
6605,Guwan Chayaroopakarnaye Mooladharma saha Pasa (Sinhala Language),631.4778712,"Dharmawardhana, Gamini",,215p:22cm,955-21-0894-2,,,Seemasahitha M. D. Gunasena saha Samagama,1997,Sri Lanka,Available
6606,Basic Designs in Agricultural Experiments - Fundamentals and Practice,630.274,"Samitha, S.",,"xiii,223p:23.5cm",955-8577-03-0,Agricultural,Agricultural Experiments,,2006,Sri Lanka,Available
6607,Spider Families of the World  and Their Spinnerets Part I : Text,959.4,"Murphy, John A.  Roberts, Michel J.",,"xi,189p:30cm",978 0 95000 7 7,,,British Arachnological Society,2015,London,Available
6608,Spider Fammilies of the World and Their Spinnerets - Part II : Plates,595.4,"Murphy, John A. Roberts, Michael J. ",,"xvi,191-553pP30cm",,,,British Arachnological Society,2015YpLondon,,Available
6609,Ayathana ha mudal Regulasi - Rajya/Palath rajya sewawanhi Usas kirime tharaga vibaga karyakshamatha kadaem wibaga sadaha wana Upakaraka potha,350 C,"Rupasinghe, A. D.K.",,"iv,227p29.5cm",978-955-99927-1-4,,,A. D. K. Rupasinghe,2014,Sri Lanka,Available
6610,Innovative Materials and Systems for Energy Harvesting Applications ,621.31,"Mescie, Luciano Losito, Onofrio; Prudenzano, Francesco",,"xxii,496p:28cm",978-1-4666-8254-2,Energy Harvesting-Equipment and suplies,,IGI Global,2015,USA,Available
6611,"Soils of the Dry Zone of Sri Lanka - Morphology, Characterization and Classification (With Map)",631.495493,,"Mapa, R.B.; Somasiri, S.; Dassanayake, A.R.","xx,322p:25cm",978-955-8124-11-6,,,Soil Science Society of Sri Lanka,2010,Sri Lanka,Available
6612,"Soils of the Intermediate Zone of Sri Lannka - Morphology, Characterization and Classification   ",631.495493,,"Mapa, R.B.; Dassanayake, A.R.; Nayakekorale, H.B.","xx,243p:25cm",955-8124-03-6,,,Soil Science Society of Sri Lanka,2005,Sri Lanka,Available
6613,Identification and characterization of cyanobacteria in different climatic zones of Sri Lanka using 16S rRNA genes ad detection of toxin producing cyanobacterial species using molecular markers,808.02,"Wanigathunge, R. P.",,"xxviii,201, i-xli,30cm",,,,,2014,,Available
6614,Molecular Epidemiology studies of tuberculosis in three distinct population group using optimized miru-vntrtyping system and spoligotyping,808.02,"Weerasekara, Dulanth Kumari",,"xvii,201p:30cm",,,,,2015,,Available
6615,"Tiger Spiders ""Poecilotheria"" of Sri Lanka",595.95493 C,"Nanayakkara, Ranil P.",,"xv,161p:21cm",978-955-0033-58-4,,,"Biodiversity Secretariat, Ministry of Environment and Renawable Energy",2014,Si Lanka,Available
6616,Ants of Sri Lanka,595.796 C  ,"Dias, R.K. Sriyani",,"vii,272p:21cm",978-955-003-73-7,,,"Biodiversity Secretariat, Ministry of Environment and Renewable Energy",2014,Sri Lanka,Available
6617,The High Frontier - Exploring the Tropical Rainforesty Canopy,574.52642,"Moffett, Mark W.",,192p: 28cm,0-674-39039-3,,,Harvard University Press ,1994,UK,Available
6618,Fertilizer Technology I - Synthesis,631.86,,"Sinha, Shishir; Pant, K.K.; Bajpai, Shailendra","xix,673p:24.5cm",Series ISBN : 1-62699-041-7 ,,,Studium Press LLC,2015,USA,Available
6619,Fertilizer Technology II - Biofertilizers,631.86,,"Sinha, Shishir; Pant, K.K.; Bajpai, Shailendra","xvii,611p:24.5cm",Series ISBN : 1-62699-041-7,,,Studium Press LLC,2015,USA,Available
6620,Principles and Applications of Lithium Secondary Batteries,621.312424,"Park, Jung-Ki",,"xiv,366p:24.5cm",978-3-527-33151-2,,,Wiley-VCH Verlag GmbH and Co. KGaA,2012,Germany,Available
6621,Ionic Liquids Further UnCOILed - Critical Expert Overviews,541.372,,"Plechkova, Natalia; Seddon, Kenneth R.","xxiv,330p:24cm",978-1-118-43863-3,,,John Wiley and Sons Inc. ,2014,USA,Available
6622,Pusthakala saha Adhilekhana Drawya Sanrakshanaya (Sinhala Language),025.84 C,"Wimalarathne, K.D.G.",,60p:21cm,978-955-7544-02-1,,,National Library and Documentation Services Board,2014,Sri Lanka,Available
6623,"Microsoft Office Upades, Upakrama saha Ugul",005.36 C  ,"Wijerathne, N.P.",,224p:21.5cm,955-8884-12-X,,,Ashirwada Printers and Publishers,2004,Sri Lanka,Available
6624,Introduction to Copmuter - Information and Communication Technology,001 C ,"Kodithuwakku, S.R.",,141p:25cm,978-955-589-161-5,,,"Science Education Unit, Faculty of Science, University of Peradeniya",2012,Sri Lanka,Available
6625,Research Ethics for Scientists - A Companion for Students,174.95,"Stewart jr., C. Neal",,"xiv,209p:24.5cm",978-0-470-74564-9,Research Moral Ethical aspects,Scientists Professionalcethics,John Wiley and Sons Ltd,2011,UK,Available
6626,Green Materials for Sustainable Water Remediation and Treatment,628.162,,"Mishra, Anuradha; Clark, James","ix,259p:24cm",978-1-84973-621-3,Water Supply Engineering Environmental aspects,Green Technology,The Royal Society of Chemistry,2013,UK,Available
6627,Quantum Theory: Concepts and Methods,Digital Verson,"Peres, A.",,,,,,,,,Available
6628,The Formalisms of Quantum Mechanics,Digital Verson,"David, Francois",,,,,,,,,Available
6629,Open Quantum Systams,Digital Verson,"Rivas, Angel",,,,,,,,,Available
6630,Quantum Aspects of Black Holes,Digital Verson,"Calmet, Xavier",,,,,,,,,Available
6631,Semiclassical Approach to Mesoscopic Systems,Digital Verson,"Waltner, Daniel",,,,,,,,,Available
6632,Questioning the Foundations of Physics,Digital Verson,"Aguirre, Anthony",,,,,,,,,Available
6633,Collection of Medical Plants in Sri Lanka,581 C ,Nature's Beauty Creations Ltd.,,"xi,[157]p:30.5cm",978-955-0177-00-4,,,Natutr's Beauty Creations Ltd.,2009,Sri Lanka,Available
6634,Kalena Dhamma Sakachcha - Maharahathun Dadi Manga Osse (Sinhala Language),294 C,"Gunawardhana, D.S.W.",,211p:31.5cm,,,,Fast Printery Pvt Ltd:,2015,Colombo,Available
6635,Athbhootha Aganthukaya saha thawath Shirlock homes Katha (Sinhala Language),891.48  C  ,"Mendis, Chandana ",,"viii,245p:21.5cm",978-955-1262-23-5,Fiction,,Chandana Mendis Prakashana,2014andpKotte,,Available
6636,Siw Rahas Salakunu saha thawath Shirlock Homes Katha (Sinhala Language),891.48,"Mendis, Chandana ",,"vii,245p:21cm",955-95930-6-4,fiction,,S. and S. Printers,2008,Sri Lanka,Available
6637,Biological Nitrogen Fixation - Volume 1,633,,"Bruijn, Frans J. de","xxviii,497p:38.5cm",978-1-118-63712-8,Nitrogen Fixation,,John Wiley and Sons Inc. ,2015,Canada,Available
6638,Biological Nitrogen Fixation - Volume 2,633,,"Bruijn, Frans J. de","xxx,501-1169p:38.5cm",978-1-118-63707-4,Nitrogen Fixation,,John Wiley and Sons Inc.,2015,Canada,Available
6639,Quantum Fundations and Open Quantum Systems - Lecture Notes of tne Advanced School,,,"Nieuwenhuizen, Theo M.; Pombo, Claudia; Furtado, Claudia; Khrennikov, , Andrein Yu; Pedrosa, Inacio A.; Spicka, Vaclav",,978-981-4616-74-4 (e book),,,World Scientific Publishing Co Pte Ltd:,,Singapore,Available
6640,Fundamental Aspects of Quantum Physics ,,,"Luigi, Accardi; Tasaki, Shuichi",,978-981-4486-52-1 (e book),,,World Scientific Publishing Co Pte Ltd:,,Singapore,Available
6641,The Quantum World of Ultra-Cold Atoms and Light Book 1 : Foundations of Quantum Optics,,"Gardiner, Crispin, Zoller, Peter",,,978-1-78326-463-6 (e book),,,World Scientific Publishing Co Pte Ltd:Singapore,,Singapore,Available
6642,The Quantum World of Ultra-Cold Atoms and Light Book II : The Physics of Quantum-Optical Devices ,,"Gardiner, Crispin, Zoller, Peter",,,978-1-78326-679-1 (e book),,,World Scientific Publishing Co Pte Ltd,,Sinapore,Available
6643,Quantum Gas Experiments  - Exporing Many-Body States (Cold Atoms - Volume 3),,,"Torma, Paivi; Sengstock, Klaus",,978-1-78326-477-3 (e book),,,World Scientific Publishing Co Pte Ltd:,,Sinapore,Available
6644,Fundamentals of Biofilms Research,579.17,"Lewandowski, Zbigniew Beyenal, Haluk",,"xxi,642p:26cm",978-1-4665-5959-2,Biofilms,,CRC Press - Taylor and Francis Group,2014,London,Available
6645,Microbial Biotechnology in Agriculture and Aquaculture - Volume 1,631,,"Ray, Ramesh C.","vii,495p:24.4cm",1-57808-367-2,Microbial biotechnology,Agricultural biotechnology; Agriculture,"Science Publishers, Inc.",205,USA,Available
6646,A Systematics : A course of lectures,631,"Wheeler, Ward C.",,,,Microbial biotechnology,,A John Wilely and sons,2012,UK,Available
6647,Handbook of Microbial Biofertilizes,631.86,,"Rai, M.K.","xxv,579p:23.5cm",1-56022-269-9,Biofertilizers,,London,2006,,Available
6648,Graphite: Properties. Occurrences and Uses (Geology and Mineralog Research Development),662.92,,"Campbell, Quinton C.","xi,349p:26cm",978-1-62618-576-0,Graphite,,ew York,2013,,Available
6649,"Biofilms: Formation, Development and Properties ",579.17,,"Bailey, William C.","xxii,696p: 25.5cm",,Biofilms,,ew York,2011,,Available
6650,"Environmental Inorganic Chemistry - Properties, Processes and Estimation Methods",574.5222,,"Bodek, Itamar; Lyman, Warren J.; Reehl, William; Rosenblatt, David H.; Walton, Barbaa T.; Conway, Richard Ashley","xiv,[1500]p:25.5cm",0-08-036833-6,Environmental chemistry,Chemistry Inorganic,Pergaman Press,1988,New York,Available
6651,Kinetics of Soils Chemical Processes,631.41,"Sparks, Donald L.",,"xv,210p:23.5cm",0-12-656440-X,Soil physical chemistry,"Chemical reaction , Rate of","Academic Press, Inc.",1989,London,Available
6652,"Advences in Nanocomposites - Synthesis, Characterization and Industrial Applications",620.118,,"Reddy, Boreddy S.R.","ix,966p:23cm",978-953-307-165-7,,,InTech ,2011,Croatia,Available
6653,Ramses - The son of the Light (Sinhala Translation),891.48  C ,"Karunathilake, Manel",,390p:21.5cm,978-955-691-131-2,,,Wijesuriya Grantha Kendraya,2015,Sri Lanka,Available
6654,"Graphite, Hraphene and their Polymer Nanocomposites",620.118,,"Mukhopadhyay, Prithu; Gupta, Rakesh K.","xxii,609p:24cm",978-1-4398-2779-6,Graphite,Graphene; Polymeric composites; Nanocomposites (Materials),CRC Press Taylor and Francis Group,2013,New York,Available
6655,"racterization of Thermal Springs in Sri Lanka :  A Combined Geological, Geophysical and Geochemical Approach",808.02,"Nimalsiri, T.B.",,"ix,117p:29cm",,Earth Sciences,,,2015,,Available
6656,Handbook of Electrochemical Nanotechnology - Nanomaterials (Volume 1),541.37,,"Lin, Yuehe; Nalwa, Hari Singh","xxii,253p:28.5cm",978-1-58883-121-7,Nanotechnology,Electrochemistry,American Scientific Publishers,2009,USA,Available
6657,Handbook of Electrochemical Nanotechnology - Applications (Volume 2),547.37,,"Lin, Yuehe; Nalwa, Hari Singh","xi,221p:29.5cm",978-1-58883-122-4,Nanotechnology,Electrochemistry,American Scientific Publishers,2009,USA,Available
6658,Biology of Termites : A Modern Synthesis,595.732,,"David, Edward Bignell; Roisin, Yves; Lo, Nathan","xiv,576p:24cm",978-90-481-3976-7,Termites,,Springer Science+Business Media B. V.,2011,New York,Available
6659,Electrolytes for Lithium and Lithium-Ion Batteries,621.312423,,"Jow, T. Richard; Xu, Kang; Borodin, Oleg; Ue, Makoto","xviii,476p:24cm",978-1-4939-0301-6,,,,2014,London#nSpringerScience+Business Media,Available
6660,Cognitive Ecology of Pollination - Animal Behavior and Floral Evolution,571.8642,,"Chittka, Lars; Thomson, James D.","xiii,344p:23cm",0-521-01840-4,,,Cambridge University Press,2001,UK,Available
6661,Modelling for Field Biologists and Other Interesting People,577.015118,"Kokko, Hanna",,"xii,230p:23cm",978-0-521-53856-5,,,Cambridge University Press,2008,UK,Available
6662,The Ants,595.796,"Holldobler, Bert Wilson, Edward O.",,"xii,732p:31cm",978-3-540-52092-4,,,Springer-Verlag Berlin Heidelberg,1990,UK,Available
6663,The Ecology of Sumatra,572.095981,"Whitten, Tony Damanik, Sengli J.; Anwar, Janzanul; Hisyam, Nazaruddin",,"xxxiii,477p:23.5cm",978-0-19-850827-4,,,Oxford University Press,1997,UK,Available
6664,Sexual Selection,591.56,"Andersson, Malte",,"xiii,599p:23.5cm",0-691-00057-3,,,Princeton University Press,1994,New Jersy,Available
6666,Birds of Sri Lanka,598.29548,"Warakagoda, Deepal Inskipp, Carol; Inskipp, Tim; Grimmett, Richard",,223p:21.5cm,978-0-7136-8853-5,,,Bloomsbury Publishing Plc.,2012,London,Available
6667,Drawing and Painting Insects,743.6,"Tyzack, Andrew",,190p:28cm,978-1-84797-489-1,,,The Crowood Press,2014,,Available
6668,The Island of Knowledge - The Limits of Science and the Search for Meaning,501,"Gleiser, Marcelo",,"xxiv,335p:24cm",978-0-465-03171-9,,,Basic Books - A member of the Perseus Books Group,2014,New York,Available
6669,Theoretical and Experimental Sonochemistry Involving Inorganic Systems,541,,"Pankaj; Ashokkumar, M.","xiv,404p:24cm",978-90-481-3886-9,,,Springer,2011,London,Available
6670,Biological Nitrogen Fixation - Research Challenges ,(AV/CD/406),National Research Council ,,,,,,National Academy Press,1994,Washington,Available
6671,"Cyanobacteria  - Ecology, Toxicology and Management ",AV/CD/407,Ferrao - Filho Aloysio da S. ,,,,,,Nova Publisher,2015,New York,Available
6672,"Secret Weapons - Defenses of Insects, Spiders, Scorpions and Other ManyLegged Creatures",595.7147,"Eisner, Thomas Eisner, Maria; Siegler, Melody",,"x,372p:23cm",978-0-674-02403-8,Insects Defenses,Arachnida Defenses,The Belknap Press of Harvard University Press,2005,London,Available
6673,Mathematical Foundations of Quantum Mechannics,530.12,,"Beyer, Robert T.","xii,445p:23.5cm",978-0-691-02893-4,Quantum Theory,Mathematical Physics,"Princeton University Press, Princeton",1983,USA,Available
6674,"Low-cost Nanomaterials, Toward Greener and More Efficient Energy Applications",620.115,,"Lin, Zhiqun; Wang, Jun","vi,488p:24cm",978-1-4471-6472-2,,,Springer,2014,New York,Available
6675,"Mammalogy - adaptation, diversity, ecology",599,"Feldhamer, George A. Drickamer, Lee C.; Vessey, Stephen H.; Merritt, Joseph F.; Carey, Krajewski",,"xiii,747p:28.5cm",978-1-4214-1588-8,Mammalogy,,Johns Hopkins University Press,2015,Baltimore,Available
6676,Restoring Disturbed Landscapes - Putting Principles into Practice,639.9,"Tongway, David J.  Ludwig, John A.",,"xxi,189p:25.5cm",978-1-59726-581-2,Restoration ecology,Landscape Protection; Landscape ecology,"Island Press, Chicago Distrinution Center",2011,Washington,Available
6677,"Scientific Style and Format - The CSE Manual for Authors, Edotors and Publishers",808.066,Council of Science Editors,,"xv,722p:26cm",978-0-226-11649-5,"Technical Writing Handbook, Manual, etc.",,"The University of Chicago Press, Ltd.","20,062,014",London,Available
6678,Grown in Sri Lanka cultivated flowering plants,582.93 C,"Miththapalariyanie Galappatti, Janaki; Wijesundara, Siril",,208p:29cm,978-955-0093-11-3,Botani,,The Natiional Trust,2015,Sri Lanka,Available
6680,"Biochemistry of Lipids, Lipoproteins and Membranes ",572.57,,"Vance, Dennis E.; Vance, Jean E. ","xii,631p:24.5cm",978-0-444053219-0,Lipids Metabolism,Lipoproteins Metabolism; Lipid membranes; Membranes (Biology) Metabolism; Lipid Metabolism; Cell Membrane physiology; Lipoproteins metabolism; Signal Transduction ; Lipides Metebolisme; Lipoproteines Metebolisme; Membranes lipidiques; Membranes (Biologie),Elsevier,2008,New York,Available
6681,Introduction to Bioinformatics,572.80285,"Lesk, Arthur M. ",,"xxii,474p:23.5cm",9.78E+12,Bioinformatics ,,Oxford University Press,2008,USA,Available
6682,Evolution,576.8,"Futuyma, Douglas J.",,"xviii,[675]p:28cm",978-0-87893-223-8,Evolution - Biology,,"Sinauer Associates, Inc.",2009,USA,Available
6683,An Introduction to Electrospinning and Nanofibers,677.4,"Ramakrishna, Seeram Jujihara, Kazutoshi; Teo, Wee-Eong; Lim, Teik-Cheng; Ma, Zuwei",,"xi,382p:22.5cm",981-256-454-3,Textile Fiber-Synthesis,Polymer-electric properties; Nanostructured materials; Nanofibers; Electrospinning,World Scientific ,2005,New Jersey,Available
